N,P,K,temperature,humidity,ph,rainfall,moisture_index,P_to_K,ph_dev,label
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,7.802019874663013,3.3333331481481583,2.691570827,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,8.203747874970249,1.761904678004539,0.6817806150000001,mothbeans
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,7.807700883724153,1.791666592013892,1.9763644200000003,mothbeans
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,7.50342112308094,1.791666592013892,2.989595688,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,8.108976021355227,1.8333332569444476,0.4695527119999996,mothbeans
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,7.541925232725882,1.9545453657024834,1.0016591920000009,mothbeans
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,7.632764667205048,2.9999998000000136,1.8886359199999996,mothbeans
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,7.706023349274042,2.434782502835543,0.9547807679999991,mothbeans
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,8.08940795960461,3.562499777343764,1.792875733999999,mothbeans
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,7.57966863483982,2.3684209279778456,2.671968537,mothbeans
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,7.8348268381256085,1.6363635619834744,2.3695328169999996,mothbeans
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,8.00377230342863,2.849999857500007,2.706424815,mothbeans
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,8.45325668674982,2.349999882500006,2.306810876,mothbeans
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,7.731200054350183,3.0624998085937616,1.1615373479999986,mothbeans
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,8.297637229302248,2.124999911458337,2.892694614,mothbeans
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,7.589133381400875,2.0952379954648572,1.9838459449999997,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,8.28276166837731,1.8999999050000047,0.7057102850000003,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,8.062834723248228,2.849999857500007,0.8542869849999999,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,8.19419167023149,2.6666665185185265,0.5064864340000002,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,7.612983226312099,2.1999998900000053,2.1201075449999998,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,7.9221362777908855,2.8333331759259344,2.9594934399999993,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,7.8272895603012795,1.8333332569444476,1.5344125000000002,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,7.469207146516283,1.944444336419759,1.0855072229999996,mothbeans
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,8.209230108948264,2.6086955387523676,0.22399566399999848,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,7.865111150862021,2.7619046303854935,2.6606917469999996,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,7.923727045871748,1.9090908223140535,1.3876587110000003,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,8.396333112586202,1.857142768707487,1.6838448429999993,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,7.630522999258721,1.6363635619834744,2.572011412,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,8.345103643071093,2.5624998398437597,1.202287236,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,7.741301576727493,2.733333151111123,0.6149032300000004,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,8.114140191090838,1.6363635619834744,0.3350371599999997,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,8.289192454026661,3.066666462222236,2.995247686,mothbeans
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,8.064015668052425,1.9499999025000048,0.8880074829999991,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,8.00869088238412,2.2799999088000034,1.840398059,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,8.215816509908414,2.2916665711805595,2.16077954,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,7.619389360596496,2.999999823529422,2.941177175,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,8.059802959639685,3.2941174532872086,0.5434149000000001,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,8.245615661269612,3.352940979238766,2.916003106,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,8.095631141257828,2.249999859375009,1.6842285500000003,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,7.5211051129412185,2.157894623268704,1.368220698,mothbeans
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,7.690503713378658,2.111110993827167,0.20586968700000075,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,7.31509381254762,1.541666602430558,1.4919024429999999,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,8.044990655622998,1.7499999125000043,2.4230956950000007,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,7.702216629540119,2.2499998875000053,0.3784981759999999,mothbeans
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,8.145813939674614,3.052631418282557,1.2563651510000007,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,7.7000087535046955,2.434782502835543,1.0500909409999997,mothbeans
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,7.9339981113284175,3.2941174532872086,2.2092916879999986,mothbeans
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,7.9748352435268846,2.039999918400003,1.2925080679999992,mothbeans
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,7.824799480501931,2.099999895000005,1.5559088579999987,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,7.547277454343813,2.949999852500007,2.102301194,mothbeans
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,7.436792343336469,2.3684209279778456,0.5476150429999995,mothbeans
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,7.697265745005402,2.352941038062292,2.0320787329999987,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,7.947398287208037,1.9565216540642758,0.7241936420000004,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,7.873406210342326,2.260869466918719,1.5681094939999998,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,7.81708897418108,2.8124998242187607,1.8737875539999997,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,7.958696394253695,2.249999906250004,1.4739963410000003,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,7.658072612786871,2.039999918400003,2.9746339,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,8.308704208364913,1.9523808594104353,2.3697967099999993,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,7.484308829279324,2.272727169421492,2.906887533000001,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,8.06017593013023,1.7391303591682452,0.6957138900000004,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,7.847558880095068,3.599999760000016,1.8549581199999992,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,7.980302025636412,2.4999998863636415,2.1349297390000004,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,7.6635306548802316,2.3599999056000036,1.1992009489999997,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,7.4430509550719695,2.4999998611111187,1.2387140739999998,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,7.634220432101,1.9999998947368476,2.612771682,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,7.60550906214702,3.411764505190323,1.8942994579999999,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,7.574343117516033,3.0555553858024784,0.6159940510000004,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,7.541496668845138,1.5652173232514206,0.7140786209999996,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,8.298270982106544,3.466666435555571,3.4350907300000006,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,7.640471060099184,2.6818180599173607,2.414074888,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,8.36680150844686,3.187499800781262,2.139586199,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,8.03485745943133,2.764705719723193,2.121514073,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,7.47991356871384,2.999999823529422,0.6614913009999999,mothbeans
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,7.402991280451748,2.4285713129251754,2.967991332,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,8.477806558023694,2.749999862500007,0.6853014699999997,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,8.050318266104766,2.6999998650000068,0.5342142760000002,mungbean
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,8.447808764085451,2.749999862500007,0.13596869799999922,mungbean
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,7.988743077834799,3.4999997812500134,0.32818749899999844,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,8.271062231419567,3.2941174532872086,0.39077994999999976,mungbean
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,8.257981156244389,2.3749999010416705,0.6651211089999984,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,8.455977007865606,2.5652172797731616,0.43580425599999995,mungbean
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,8.420207567420375,2.039999918400003,0.6967742360000004,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,8.210372829102289,2.722222070987663,0.49009545200000026,mungbean
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,8.253395388946972,1.9499999025000048,0.5647821379999991,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,8.555246597413266,1.5909090185950445,0.656563094,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,8.258563864575382,3.058823349480979,0.13503281599999983,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,8.19582937805836,1.8260868771266574,0.07194559100000042,mungbean
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,8.269132854460576,2.874999820312511,0.1641878090000004,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,8.08546417434819,1.809523723356013,0.13767748899999965,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,8.153086802377281,2.399999904000004,0.2938557599999996,mungbean
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,8.145193754096962,2.4090907995867816,0.35288464299999944,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,8.384589687901272,3.8666664088889062,0.6215712929999997,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,8.321057087679312,1.458333272569447,0.3833080329999996,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,8.544261074709567,3.1176468754325364,0.07872882200000042,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,8.24130662821788,2.349999882500006,0.044502139999999635,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,8.334965833947418,3.3124997929687625,0.04799354900000008,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,8.424853487158828,1.9565216540642758,0.010740863999999739,mungbean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,8.078671772292319,1.761904678004539,0.21341062599999994,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,8.437349723758466,3.9999997333333512,0.01084092800000036,mungbean
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,8.025630919807826,2.1428570408163314,0.21261988299999945,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,8.37842428641354,2.2799999088000034,0.3630857599999997,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,8.542620937622399,3.352940979238766,0.28415270999999986,mungbean
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,8.268915974362267,2.5909089731405013,0.26941588799999927,mungbean
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,8.523376647198846,2.3599999056000036,0.17923151200000031,mungbean
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,8.494122466182239,2.2777776512345747,0.20500850399999937,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,8.319564350958478,1.99999991666667,0.2907363390000004,mungbean
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,8.365492614697349,1.4399999424000023,0.6302786570000007,mungbean
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,8.235802749318806,1.6363635619834744,0.5127403970000008,mungbean
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,8.075623215755353,2.6818180599173607,0.6556850160000005,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,8.418941362212992,2.285714176870753,0.4912423620000004,mungbean
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,8.412103835177051,2.3809522675737016,0.28107610699999963,mungbean
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,8.286096060219032,2.6666664888889007,0.6994953679999991,mungbean
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,8.53486479210735,1.9545453657024834,0.11011783399999953,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,8.112807397768417,3.7999997466666837,0.1234382820000004,mungbean
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,8.416995412474687,2.6086955387523676,0.5330127770000006,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,8.567518120811819,3.9333330711111287,0.17599549000000003,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,8.442406255762045,2.399999904000004,0.10236329099999963,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,8.521999533398704,3.1333331244444587,0.09854429399999987,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,8.506572527545526,2.0454544524793428,0.4045870159999998,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,8.322385426857359,2.599999826666678,0.02144286399999995,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,8.467364139214427,1.666666597222225,0.563022095,mungbean
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,8.47929947744339,3.199999786666681,0.4817583620000008,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,8.406688104929774,2.3599999056000036,0.27286586099999965,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,8.52809084049936,1.99999991666667,0.26716303799999963,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,8.41019408125055,2.047618950113383,0.6404378590000004,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,8.532547686222609,1.9166665868055588,0.04074797699999966,mungbean
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,8.421290024893594,2.4736840803324167,0.0687954039999994,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,8.386307238422233,2.444444308641983,0.6285108900000003,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,8.12332319697387,2.899999855000007,0.07062120999999966,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,8.184620390861125,1.904761814058961,0.25109908099999956,mungbean
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,8.316668627678286,2.111110993827167,0.11989149799999943,mungbean
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,8.461432505411976,2.399999880000006,0.12243145799999944,mungbean
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,8.17598673789492,1.959999921600003,0.08454040799999962,mungbean
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,8.53331720375033,2.5333331644444557,0.17933798799999945,mungbean
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,8.237924830873213,3.8666664088889062,0.47840028200000084,mungbean
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,8.34793120414673,2.7499998281250106,0.05766440700000075,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,8.247469885635693,2.5652172797731616,0.6843988320000003,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,8.36942323454934,2.1818180826446323,0.09707377899999958,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,8.079066851821455,2.411764564013849,0.5859823249999998,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,8.122138073733213,2.736841961218844,0.19857408499999973,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,8.450679544817957,2.82352924567475,0.09473942400000013,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,8.051706844318307,2.049999897500005,0.1479655080000004,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,8.387681003600992,1.4799999408000024,0.6200324889999997,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,8.096592585208583,1.7499999125000043,0.41380932000000037,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,8.424665583337122,2.049999897500005,0.5730482639999996,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,8.508737908369078,2.1739129489603064,0.030470700000000406,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,8.478806209463997,1.666666587301591,0.18438135700000036,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,8.321300312650392,2.466666502222233,0.08135137399999959,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,8.145020406124678,1.772727192148764,0.3648391499999999,mungbean
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,8.240105561823789,2.1428570408163314,0.012875782999999252,mungbean
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,8.130606904009158,1.8499999075000044,0.10573306799999926,mungbean
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,8.368326217317776,2.999999823529422,0.36060278200000084,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,8.409780291912375,2.799999860000007,0.08125700999999985,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,8.433396160431203,1.8181817355371936,0.13448636599999997,mungbean
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,8.028477081834518,1.714285632653065,0.056372966000000524,mungbean
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,8.028107648365587,2.1764704602076197,0.2606942279999993,mungbean
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,8.078842770297861,2.6111109660493907,0.21527666299999915,mungbean
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,8.307943446088926,2.588235141868521,0.1663805120000008,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,8.210448958748854,3.105262994459842,0.12662979799999974,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,8.550667762199469,2.6666665396825455,0.2027724649999998,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,8.214877112482444,2.4999998611111187,0.5110305149999999,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,8.199474297771985,2.2941175121107342,0.39015649500000027,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,8.52026026962791,2.466666502222233,0.3217470520000001,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,8.233399160483735,1.947368318559562,0.6831899220000004,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,8.390145799393533,3.1764704013840936,0.22741177999999973,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,8.368450946732848,3.3999997733333487,0.17912748200000017,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,8.140682013657585,2.6999998650000068,0.1898251550000003,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,8.240616766853446,2.8124998242187607,0.08338193899999968,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,8.179009515351801,1.904761814058961,0.22555106200000008,mungbean
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,8.559795816685645,1.6818181053719041,0.5697478139999994,mungbean
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,8.192612638502425,2.3157893518005603,0.42199387799999943,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,8.04507605680152,2.6470586678200783,0.2709553170000003,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,8.490130726039718,1.9565216540642758,0.4831304660000004,mungbean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,8.386808237031333,2.285714176870753,0.23231567200000036,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,8.421660772322811,5.266666315555579,0.9545321370000002,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,8.428726170018571,2.95238081179139,0.5400560939999997,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,8.383804864553579,2.7727271466942205,0.9186506679999997,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,8.5017256212787,2.9199998832000045,0.0018693140000003439,blackgram
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,8.459133035074448,3.2222220432098863,0.31441092799999915,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,8.311137627367176,3.4374997851562634,1.0814428879999998,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,8.366132010329242,3.42857126530613,1.2414187720000003,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,8.340256409903937,3.199999840000008,0.07353161400000019,blackgram
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,8.529332317114488,3.047618902494338,1.0438042229999986,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,8.451089166688899,4.352940920415239,0.04082079999999966,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,8.35233874879694,3.041666539930561,0.7240591700000003,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,8.366731980334304,2.679999892800004,1.0513643190000002,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,8.437020226053363,3.315789299168984,0.4288986589999997,blackgram
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,8.43061820631755,2.99999986363637,1.2477752629999994,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,8.42312941790383,3.1111109382716142,0.20650591500000015,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,8.446085297431512,4.399999706666686,0.16823855600000037,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,8.36924546044919,2.8947366897507005,0.8323751379999997,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,8.38046662247005,2.5217390207939556,1.0968020249999997,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,8.43812398484448,2.599999896000004,1.20650895,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,8.30015779523284,3.4444442530864303,0.8665426470000002,blackgram
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,8.51783479480247,4.733333017777799,0.41924370200000016,blackgram
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,8.418374378622987,2.9583332100694495,0.6877218179999991,blackgram
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,8.50131192821428,4.437499722656267,0.5758864720000005,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,8.3583047070641,3.499999805555566,0.2444116799999998,blackgram
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,8.349678196225112,2.399999904000004,0.2264690879999991,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,8.30642814167345,2.9047617664399157,0.12826488299999994,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,8.270822856915993,3.090908950413229,0.6270642070000001,blackgram
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,8.386374011535015,4.133333057777796,1.0386314620000006,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,8.429231129974148,3.8823527128027813,0.6623576409999998,blackgram
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,8.528064782154928,2.8636362334710803,0.35940948700000064,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,8.351480188560092,3.789473484764553,0.8971908439999998,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,8.466036892092948,3.095237947845812,0.38024578899999995,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,8.361880393463482,3.714285537414974,0.08131313700000042,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,8.353142509728903,3.9411762387543385,0.7969721610000002,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,8.323041700449908,2.857142721088442,0.4729765600000002,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,8.361100641702949,4.470587972318354,0.7411485070000001,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,8.447687257567233,4.105262941828266,0.4200904799999998,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,8.5164818943593,3.5294115570934377,1.004608385,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,8.290954857493992,4.999999666666689,0.6522722559999998,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,8.53303260698785,4.799999680000021,0.6370047489999999,blackgram
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,8.420121033225412,4.210526094182837,0.30804172200000046,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,8.317493484925526,4.222221987654334,0.8936318679999999,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,8.400050256806766,3.5789471800554113,1.1995069799999998,blackgram
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,8.294594806324378,3.714285537414974,0.10288824899999938,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,8.401382563302334,2.559999897600004,0.23444742499999993,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,8.413714267524158,4.210526094182837,0.021217962999999784,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,8.304451625955434,2.956521610586017,1.2073324840000002,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,8.496684834372404,4.187499738281266,0.09671901499999969,blackgram
23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,8.246473936459534,4.666666355555576,0.9036233549999997,blackgram
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,8.452865599354762,4.933333004444466,1.0170969999999997,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,8.435393708938031,4.187499738281266,0.6762082300000003,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,8.435316980972734,3.6363634710743873,0.09396176100000009,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,8.479356467930133,4.157894518005551,0.6439427579999997,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,8.365457409947817,3.571428401360552,0.19065504499999975,blackgram
